title|content
부산환경공단 전국 환경공과 탄소중립 협업방안 모색|'지난 일 공단 본부에서 개 환경공 미래혁신협의회 회의 열어탄소중립 실천 자원순환 증대 등을 위한 상호 협력방안과 미래 비전 논의부산환경공단이사장 안종일이 지난 일 전국 환경공 미래혁신협의회 회의를 개최해 탄소중립 등 상호 협업방안을 논의했다고 밝혔다 미래혁신협의회는 부산환경공단을 비롯한 서울물재생시설공단 인천환경공단 대전광역시시설관리공단 광주환경공단 대구공공시설관리공단 등 전국 환경공이 모여 지난 해 월 발족한 것으로 개 공은 업무협약 체결을 통해 공공 환경서비스 개선과 환경산업 및 정책 지원 기술개발 인물적 자원 교류 등을 약속했다 



지난 일 부산환경공단에서 열린 환경공 미래혁신협의회 회의에 참석한 각 기관 대표들이 기념시진을 촬영하고  왼쪽부터 서울물재생시설공단 권완택 이사장 대전광역시시설관리공단 이상태 이사장 인천환경공단 최계운 이사장 부산환경공단 안종일 이사장 대구공공시설관리공단 문기봉  이사장 광주환경공단 김병수 이사장 부산환경공단 제공부산환경공단이 주관한 이번 회의에는 각 기관의 대표와 실무진 여 명이 참석하여 탄소중립 실천 자원순환 증대 등 기후위기와 환경변화 대응을 위한 협력방안을 모색하고 환경공이 나아가야 할 미래 비전에 대해 토의했다 부산환경공단과 인천환경공단이 기관의 중장기 비전과 탄소중립 로드맵 역점사업 등에 대해 발표했으며 이후에도 정례회의를 이어갈 계획이다 부산환경공단 안종일 이사장은 필환경의 시대 환경공의 역할과 책임이 어느 때보다 크다고 생각한다며 협업을 통한 시너지 창출에 부산환경공단이 구심점이 되어 지속가능한 경영 구현에 더욱 매진하겠다고 전했다'
한국환경공단에 국내 번째 기후위기시계 설치|'일 인천 본사서 제막식 열려당면한 기후위기 심각성 알리기남은시간 년일 기후행동 촉구



안병옥왼쪽에서 다섯 번째 한국환경공단 이사장과 홍성환왼쪽 네 번째 공단 감사 이재학왼쪽 여섯 번째 공단 노조 위원장 등 공단 주요 임원진이 일 인천시 한국환경공단에서 열린 기후위시계 제막식에서 기념촬영을 하고  한국환경공단 제공국내 번째 기후위기시계 가 인천시 서구 한국환경공단 본사에 설치됐다일 열린 기후위기시계 제막식에는 안병옥 이사장과 홍성환 감사를 비롯해 환경공단의 주요 임원진이 참석했다기후위기시계는 지구 온도가 산업화 이전과 견줘 도 오르는 시점까지 얼마나 남았는지를 표시한다 지금 시계에 나타내는 숫자는 년일일 기준 도는 기후변화의 여파로부터 인류의 생존을 담보할 수  마지노선으로 여겨진다 년 체결된 파리기후협정에서 당사국들은 전 세계는 힘을 합쳐 산업화 이전 대비 지구 평균 기온 상승치를 도 이내로 제한하자고 합의했다환경공단이 기후위기시계를 설치한 것은 그 자체로도 의미있다 공단은 국가 차원의 탄소중립을 선도하는 환경전문기관을 추구하면서 온실가스 감축 사업과 각 지자체의 온실가스 저감 정책을 지원하고 환경공단 관계자는 당면한 기후위기의 심각성을 알리고 탄소중립 실현을 위해 공단 직원 뿐 아니라 국민의 관심과 실천을 이끌어내고자 이번에 기후위기시계를 설치하게 됐다고 설명했다기후위기시계는 미국 환경운동가이자 예술가인 간 골란 과 앤드류 보이드 가 세운 글로벌 기후행동단체 클라이밋 클락이 펼치는 글로벌 캠페인이다 주요국의 잘 알려진 장소나 건물에 시계 조형물을 설치하고 도 마지노선까지 남은 시간을 보여주고  현재 인류가 기후 비상의 시기를 살고  환기하고 정부와  개인의 인식 전환을 자극하려는 취지에서다



서울 용산구 헤럴드 본사에 설치된 국내 호 기후위기시계국내에서는 년 월 서울 용산구 헤럴드 사옥에 한국 최초로 기후위기시계가 설치됐다 독일 베를린과 미국 뉴욕에 이어 세계에서 번째 기후위기시계로 기록됐다 이후 국내에서 이 캠페인이 알려지며 부산인천시를 비롯해 곳의 광역기초자치단체와 기관으로 확산했다국내 호 시계가 설치되던 시점에 시계가 가리킨 시간은 년일이었다 코로나 팬데믹 영향으로 각국의 이산화탄소 배출량이 크게 준 덕분에 년 월엔 년일까지 여유가 생기기도 했다 하지만 코로나 엔데믹 국면으로 전환하자 각국에서 이산화탄소 배출량이 다시 폭증했고 기후위기시계가 가리키는 시간은 년대로 뚝 떨어졌다지금과 같은 추세대로 계산하면 올해 월 중 시계에 표시되는 남은 시간의 앞자리가 년로 줄어든다클라이밋클락 본부는 기후위기시계의 맨 앞자리 숫자연도가 바뀌는 시점을 기후비상의 날  로 정하고 정부와  개인의 적극적인 기후 행동을 촉구하는 행사를 펼칠 예정이다박준규 '
이산화탄소를 고부가가치 포름산으로 전환경제성환경 잡았다|'한국과학기술연구원



하루 의 포름산을 생산하는 파일럿 규모 실증 공정 한국과학기술연구원 제공   국내 연구진이 이산화탄소를 고부가가치 화합물인 포름산으로 전환하는 탄소포집활용 기술을 개발했다 기술 상용화를 위한 실증에도 나선다    한국과학기술연구원은 이웅 청정에너지연구센터 책임연구원 연구팀이 이산화탄소를 포름산으로 전환하는  신공정을 개발했다고 일 밝혔다 연구 성과를 담은 논문은 국제학술지 쥴 최신호에 게재됐다   유기산의 일종인 포름산은 가죽 식품 의약품 등 다양한 산업에 활용되는 고부가가치 화합물이다 이산화탄소 분자를 사용해 생산할 수  다른 유기산 대비 생산 효율성이 높다   연구팀은 포름산 생산반응을 매개하는 여러 아민 중 가장 높은 이산화탄소 전환율을 나타내는 메틸피롤리딘 아민에 주목했다 이를 활용해 루테늄금속 기반 촉매에 대한 반응기의 운전 온도 및 압력을 최적화하는 공정을 개발해 기존  수준의 이산화탄소 전환율을 배 이상 높였다   또 대기나 배출가스로부터 이산화탄소를 분리하는 과정에서 발생하는 과다한 에너지 소모 및 부식으로 인한 포름산 분해 문제를 해결하기 위해 이산화탄소를 분리하지 않고 직접 전환하는 동시 포집전환 기술을 개발했다 그 결과 톤당 달러약 만원 수준의 포름산 생산 단가를 당 달러약 만 원로 크게 낮췄으며 이산화탄소 발생량도 감축했다   연구팀은 포름산 생산  기술의 상용화 가능성을 평가하기 위해 세계 최대인 하루 킬로그램 규모의 포름산 생산 파일럿 공정을 구축했다 기존 실증연구는 실험실에서 소규모로 수행돼 실제 대량생산 시 발생하는 불순물 정제공정을 고려하지 못했다 이런 문제점을 극복하게 위해 연구팀은 부식을 최소화하는 공정 및 소재를 개발했다 포름산 분해를 최소화하는 운전조건을 확인한 결과 순도  이상의 포름산을 생산하는 데 성공했다   연구팀은 년까지 하루  규모의 파일럿을 완공하고 공정검증을 진행해 년 상용화를 목표로 하는 후속 연구를 진행할 예정이다 상업성 확보를 위해서는 연간 만 규모로 생산돼야 하는 것으로 여겨진다  파일럿으로 공정검증에 성공하면 수요으로의 운송 판매 등이 가능해질 것으로 기대된다   이웅 연구원은  기술로 생산된 화합물이 상용화 단계까지 가지 못한 상황에서 본 연구를 통해 이산화탄소를 포름산으로 전환하는 공정의 상용화 가능성을 확인할 수 며 대기 중 이산화탄소를 직접적으로 감축할 수   기술의 상업화를 앞당겨 년 국가의 탄소중립 목표 달성에 기여하겠다고 밝혔다'
 폐자원 없는 부산항 조성 확대 추진|' 새활용 자원 선순환시범사업 성공부산동구시니어클럽코끼리공장과 협약부산 신항 전체 자원순환 체계 확대 운영



부산항만공사와 부산동구시니어클럽코끼리공장이 폐자원 없는 부산항 조성사업 협약을 체결하고 기념촬영을 하고  사진제공서울경제 부산항만공사는 일  자원순환을 통한 탄소중립 이행과 노인일자리 창출을 위해 부산동구시니어클럽코끼리공장과 폐자원 없는 부산항 조성사업 협약을 맺었다고 밝혔다는 년부터 본사와 부산항국제여객터미널 등 부산항에서 버려지는 병을 새활용해 이불 수건 등 생필품을 제작해 지역사회 취약계층에 기부하는 등 자원 선순환 사업을 벌이고 협약인 코끼리공장은 부산항에서 수거된 를 플레이크로 만들고 중간 단계를 거친 재활용 원단을 활용한 완제품 생산공급을 담당한다 부산동구시니어클럽은 라벨이나 이물질 제거와 같은 전처리 작업을 통해 노인일자리를 창출한다지난해에는 한진부산컨테이너터미널신항 부두과 협약을 맺고 시범사업을 통해 항만 내에서 발생한  톤을 공동 수거했다 수거한 는 잘게 분쇄된 후 플레이크 단섬유 원단 생산과정을 거쳐 다양한 생필품 등으로 재탄생했다 는 이를 통해 만원 상당의 수건과 안전조끼를 제작해 기부한 바 지난해 신항 부두와 시범사업을 성공적으로 마친 는 올해  새활용을 통한 자원순환 체계를 부산항 전체로 확대 시행할 방침이다 이를 위해 부산 신항의 개 컨테이너 부두와 서면 협약을 체결하고 부두 내에서 발생하는 폐자원의 새활용을 위한 공동사업 자원순환 활성화를 위한 캠페인홍보 등을 함께 추진할 예정이다이상권  건설본부장은 폐자원 없는 부산항 조성은 지역 일자리 창출에 기여하고 온실가스도 감축하는 일석이조의 사업이라며 올해는 더 많은 터미널 운영사에서 자원순환에 동참하는 만큼 한층 큰 성과를 거둘 것으로 기대한다고 말했다'
해수부 어촌계 진입 요건 낮춰 청년 유입 촉진|'해수부 년 해양수산 규제 혁신 추진 계획 내놔지역경제 활성화에 걸림돌 되는 각종 요인 개선이 목표해양수산부가 어촌계 가입 요건을 완화해 청년들의 귀어귀촌을 독려하기로 했다 또 관광객 숙식 제공 등과 관련된 부문에만 한정되어  어촌신활력 소득 사업 지원 대상을 늘린다일 해수부는 이 같은 내용을 담은 년 해양수산 규제 혁신 추진 계획을 발표했다 역동적 해양수산 경제 활력 및 민생 회복이 목표다 해수부는 국민 생활에 맞지 않으며 경제 성장의 발목을 잡는 불합리한 규제가 해양수산 분야에 많다는 여론을 수렴해 이번 계획을 수립했다 앞서 해수부는 지난해 월부터 어촌 방문과 업계 및 단체와의 간담회를 통해 현장의 목소리를 들었다 이어 규제 혁신 전략회의를 통해 세부 내용을 마련했다



어촌에서 작업을 하고  어민들 이번 계획의 대 핵심 과제는 투자 및 일자리 창출 지역 발전 민생 복지 규제 합리화 해양수산 신산업 육성 탄소중립 등이다 대 기획과제는  투자의 걸림돌이 되는 주요 규제 발굴완화 한시적 규제 유예 완화 국제 기준에 맞는 규제 마련 등으로 정했다 이에 따라 해수부는 우선 민간 투자 촉진과 일자리 창출을 위해 지능형 해상교통정보서비스한국형 내비게이션 시장을 민간에 개방하기로 했다 어선을 포함한 모든 국내 선박에 항로 기상 해사 안전 정보 등을 제공하는 이 체계는 지금까지 해수부만이 운영했다 그러나 앞으로는 민간 도 이 업무를 할 수  된다 이와 함께 해수부는 어촌계 양식업권 행사와 관련된 거주 요건을 해당 어촌계에서 어촌계가 속해  시군구로 넓힌다 이렇게 되면 어촌계 진입 장벽이 낮아져 어촌에 거주하려는 젊은 층이 늘어날 것으로 예상된다 어촌계 신규 가입과 관련된 까다로운 요건은 그동안 청년의 어촌 유입을 가로막는 원인 가운데 하나로 거론되어 왔다 이 밖에 관광객 숙식 제공 등 특정 부문에만 한정됐던 어촌신활력 소득 사업 지원 대상도 확대한다 해수부는 아울러 국무조정실 등 관계 부처와 합동으로 대 기획과제도 집중적으로 추진한다 특히 규제 혁신 과제를 속도감  추진하는 한편 구체적인 성과를 내기 위해 장관과 차관을 비롯해 전문가 업계 등이 참여하는 해양수산 규제 혁신 전략회의를 반기별로 개최하기로 했다 오는 월에는 국민 눈높이에 맞는 창의적인 규제 개선 과제를 발굴하고자 해양수산 규제 혁신 대국민 공모전을 열 계획이다 강도형 해수부 장관은 해양수산 투자에 걸림돌로 작용하는 불합리한 규제를 신속히 정비해 우리나라가 해운 강국으로 도약할 수  최선을 다하겠다고 말했다'
건물 에너지 신고하면 등급 부여서울시 국내 첫 도입|'연면적  이상 민간건물 대상 자율참여  등급 절대평가 하위 등급에 무료 컨설팅



서울뉴시스서울 중구의 빌딩숲 기사 내용과 직접적 관련 없음 사진뉴시스 서울뉴시스 조현아   서울시가 건물 온실가스 감축을 위해 다음 달부터 국내에서 처음으로 건물 에너지 신고등급제를 시행한다고 일 밝혔다 건물 에너지 신고등급제는 건축물 소유주 스스로 건물의 에너지사용량을 신고확인하는 제도다 해당 건물의 에너지사용량온실가스 배출 정도가 유사 건물 대비 어느 수준인지 가늠할 수  된다미국 뉴욕의 랜드마크 엠파이어 스테이트 빌딩 정문에도 에너지 스타 라는 하늘색 표지판이 걸려있다 건물주 스스로 에너지 사용량을 당국에 신고해 받은 에너지 등급이 적혀있는 표지판이다 뉴욕시에서는 대형 건물을 포함해 연면적 약  이상인 모든 건물에 에너지 스타 제도를 적용하고  매년 건물주가 스스로 건물 에너지 사용량을 신고해 자가 진단하고 결과 등급표를 부착하지 않을 경우 당국으로부터 벌금을 받는다 서울시의 건물 에너지 신고등급제는 절대평가 방식에 따라 등급을 부여하고 법률상 패널티를 주지 않는다는 점에서 미국의 에너지 스타와는 다소 차이가  하지만 이번 제도 도입 자체만으로도 공공에서 그동안 파악하기 어려웠던 민간 건물의 온실가스 발생 수준을 확인해 온실가스 감출 정책에 참고할 수  점에서 큰 의미가  민간의 경우 건물의 에너지 상태를 무료로 진단해볼 수  자율 신고 대상은 연면적  이상인 비주거 민간 건물이다 전기 도시가스 지역난방 등 가지 에너지원의 사용량을 저탄소건물지원센터 홈페이지를 통해 신고할 수 건축물 소유주가 건물 에너지 사용량을 신고하면 서울시는 산업통상자원부의 평가표에 의해 등급단계을 절대평가 방식으로 부여한다 건물주는 부여 받은 등급을 건물 전면부에 부착할 수 시는 민간건물을 다수 보유관리하고  부동산 관련 협회와 부동산자산운용사에서 신고등급제에 동참할 수  적극적으로 협의 중이다 에너지사용량 신고를 통해 하위등급을 받은 건물에는 무료 진단 컨설팅을 실시할 계획이다여장권 서울시 기후환경본부장은 서울시 전체 온실가스 배출량 중 건물 분야에서 발생하는 비중이 에 달하는 것으로 나타났다며 올해부터 시행될 건물 에너지 신고등급제를 필두로 전국에 건물 온실가스 다이어트 열풍이 확산돼  탄소중립 목표 달성에 기여하길 바란다고 말했다'
서울시 국내 최초 건물 에너지 신고등급제 월 도입|'건축물 소유주 스스로 사용량 확인해 신고



서울시청 전경서울뉴스 오현주   서울시는 국내 최초로 건물 에너지 신고 등급제를 월 시행한다고 일 밝혔다 기후위기 주범 중 하나인 온실가스 감축을 위해서다이 제도는 건축물 소유주 스스로 건물 에너지 사용량을 확인해서 신고하는 게 핵심이다현재 미국 뉴욕시에서는 엠파이어 스테이트 빌딩 같은 대형건물을 통해 연면적  이상인 모든 건물에서 에너지 신고 등급제 개념의 에너지 스타 제도를 적용하고 서울시가 도입하는 제도는 절대평가 방식에 따라 등급을 부여하고 법류상 페널티가 없다는 점에서 미국 에너지 스타와는 차이가 다만 이번 제도를 통해 서울시 건축물 소유주는 건물의 에너지 사용량과 온실가스 배출 정도가 유사 건물 대비 어느 수준인지 가늠할 수  됐다자율 신고 대상은 연면적 천 이상인 비주거 민간건물이다 전기 도시가스 지역난방 등 가지 에너지원의 사용량을 저탄소건물지원센터 홈페이지에서 신고할 수 이후 서울시는 산업통상자원부 평가표에 따라 등급단계을 절대평가 방식으로 부여한다 건물주는 부여받은 등급을 건물 전면부에 부착할 수 여장권 서울시 기후환경본부장은 년 서울시의 잠정 통계에 따르면 서울시 전체 온실가스 배출량 중 건물 분야에서 발생하는 비중이 에 달하는 것으로 나타났다며 올해부터 시행될 서울시 건물 에너지 신고등급제를 필두로 전국에 건물 온실가스 다이어트 열풍이 확산돼  탄소중립 목표 달성에 기여하길 기대한다고 말했다'
서울시 국내 최초 건물 에너지 신고등급제 내달 시행|온실가스연합뉴스 제공    서울연합뉴스 고은지   서울시는 건물 온실가스 감축을 위해 국내 최초로 건물에너지 신고등급제를 다음 달부터 시행한다고 일 밝혔다    건축물 소유주 스스로 건물의 에너지 사용량을 신고확인하는 제도로 해당 건물의 에너지사용량과 온실가스 배출 정도가 비슷한 건물과 비교해 어느 수준인지 가늠할 수     미국 환경보호국과 에너지부가 년부터 운영 중인 에너지 스타 와 비슷하나 법률상 불이익이 없다는 점에서 차이가      다만 공공에서는 그동안 파악하기 어려웠던 민간 건물의 온실가스 발생 수준을 확인해 온실가스 감축 정책에 참고할 수  민간에서는 건물의 에너지 상태를 무료로 진단해 볼 수  점에서 큰 의미가  시는 설명했다    대상은 연면적 천 이상인 비주거 민간 건물이며 전기 도시가스 지역난방 등 세 가지 에너지원의 사용량을 저탄소건물지원센터 홈페이지에 자율적으로 신고하면 된다    건축물 소유주가 건물 에너지사용량을 신고하면 시는 산업통상자원부의 평가표에 의해 등급단계을 절대평가 방식으로 부여한다 건물주는 부여받은 등급을 건물 전면부에 부착할 수      시는 민간 건물을 다수 보유관리하는 부동산 관련 협회와 부동산자산운용사에서 신고등급제에 동참할 수  적극적으로 협의하고  또 에너지사용량 신고를 통해 하위등급을 받은 건물에는 무료 진단 컨설팅을 제공할 계획이다    여장권 서울시 기후환경본부장은 건물 에너지 신고등급제를 필두로 전국에 건물 온실가스 다이어트 열풍이 이어져  탄소중립 목표 달성에 기여하길 기대한다고 말했다    
 폐자원 없는 부산항 조성 본격 나선다|'핵심요약 새활용으로 자원 선순환 지자체 시니어 일자리 창출에도 기여



부산항만공사 제공 부산항만공사가 폐자원 없는 부산항 조성에 본격 나선다부산항만공사는 일 페트 자원순환을 통한 탄소중립 이행 및 친환경 노인일자리 창출을 위해 부산동구시니어클럽 코끼리공장과 폐자원 없는 부산항 조성사업 업무협약을 체결했다고 밝혔다 는 년부터 본사와 부산항국제여객터미널 등 부산항에서 버려지는 병을 새활용해 이불 수건 등 생필품을 제작해 지역사회 취약계층에 기부하는 등 자원 선순환 사업을 벌이고  지난해는 한진부산컨테이너터미널신항 부두과 업무협약을 맺고 시범사업을 통해 항만 내에서 발생한  톤을 공동으로 수거했다 수거한 는 잘게 분쇄된 후 플레이크단섬유원단 생산과정을 거쳐 다양한 생필품 등으로 재탄생된다 는 지난해 천만원 상당의 수건과 안전조끼를 제작해 기부한 바  협약 주체 중 코끼리공장은 부산항에서 수거된 를 플레이크로 만들고 중간 단계를 거친 재활용 원단을 활용한 완제품 생산과 공급도 담당한다 이 사업은 지역 노인들의 일자리도 창출한다  재활용을 위해서는 라벨 및 이물질 제거와 같은 전처리 작업이 필요한데 이를 부산동구시니어클럽이 맡는다 주 회 진행하던 작업을 올해는 주 회로 확대한다 한편 지난해 신항 부두와 시범사업을 성공적으로 마친 는 올해  새활용을 통한 자원순환체계를 부산항 전체로 확대 시행할 방침이다이를 위해 부산 신항 개 컨테이너 부두와 서면 협약을 체결하고 부두 내에서 발생하는 폐자원의 새활용을 위한 공동사업 자원순환 활성화를 위한 캠페인홍보 등을 함께 추진할 예정이다  이상권 건설본부장은 폐자원 없는 부산항 조성은 지역 일자리 창출에 기여하고 온실가스도 감축하는 일석이조의 사업이라며 올해는 더 많은 터미널 운영사에서 자원순환에 동참하는 만큼 한층 큰 성과를 거둘 것으로 기대한다고 말했다노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다 각종 비리와 부당대우 사건사고와 미담 등 모든 얘깃거리를 알려주세요이메일  카카오톡  노컷뉴스사이트  '
어촌계 범위 넓히고 민간에 바다내비 개방해양수산 개 규제혁신|'해수부 년 해양수산 규제혁신 추진계획투자일자리 등 대 핵심분야 맞춰 개 선정해수부 독점 해상교통서비스 시장 민간에도 개방어촌계 범위 넓히고 어촌신활력 소득사업 제한 풀어세종이데일리 권효중  해양수산부가 해양수산 신산업 육성과 일자리 창출 등을 위해 해양수산 분야의 규제 건을 혁파하기 위해 본격적인 움직임에 나섰다 해수부가 독점하고  지능형 해상교통정보서비스 시장의 문을 민간에 열고 어촌계 양식업 문턱을 낮춰 청년 어업인의 진입을 유도하는 등 일상 속 규제를 풀어 활성화하는 것이 목표다 



